retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
Foot Locker,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,38,182,6916,284,Outlet,4.11
Foot Locker,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35,175,6125,2450,Outlet,40.0
Foot Locker,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,32,189,6048,381,Online,6.3
Walmart,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,47,181,8507,468,Online,5.5
Foot Locker,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40,175,7000,2800,Outlet,40.0
Foot Locker,2021-10-07,Southeast,South Carolina,Charleston,Men's Apparel,52,189,9828,472,Online,4.8
Foot Locker,2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,175,8750,2188,Outlet,25.01
Foot Locker,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,7875,2756,Outlet,35.0
West Gear,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,7000,2100,In-store,30.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24,189,4536,245,Online,5.4
West Gear,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175,8750,4375,In-store,50.0
Foot Locker,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,1575,In-store,30.0
West Gear,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,35,175,6125,1838,In-store,30.01
Sports Direct,2021-04-03,Southeast,North Carolina,Charlotte,Women's Apparel,32,189,6048,369,Online,6.1
Foot Locker,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store,45.0
West Gear,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175,6125,2144,In-store,35.0
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,29,189,5481,296,Online,5.4
Foot Locker,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store,45.0
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,5250,1838,In-store,35.01
Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,24,189,4536,231,Online,5.09
Foot Locker,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,7000,2100,Outlet,30.0
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,56,189,10584,540,Online,5.1
West Gear,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,7000,2100,In-store,30.0
Foot Locker,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,6125,1838,Outlet,30.01
Kohl's,2021-08-13,Midwest,Kansas,Wichita,Men's Street Footwear,56,189,10584,529,Online,5.0
West Gear,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,175,7875,2756,In-store,35.0
Foot Locker,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,7000,2450,Outlet,35.0
West Gear,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,50,175,8750,2625,In-store,30.0
West Gear,2021-09-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,175,4375,1531,In-store,34.99
West Gear,2021-01-23,West,California,San Francisco,Women's Apparel,76,181,13756,344,Online,2.5
West Gear,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,2450,In-store,40.0
Foot Locker,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,2144,Outlet,35.0
Foot Locker,2021-06-15,Northeast,Delaware,Wilmington,Men's Street Footwear,51,189,9639,443,Online,4.6
Kohl's,2021-04-18,West,California,Los Angeles,Women's Apparel,64,181,11584,359,Online,3.1
Foot Locker,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,175,7875,2756,Outlet,35.0
Sports Direct,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,54,189,10206,551,Online,5.4
Sports Direct,2021-09-28,South,Texas,Dallas,Men's Street Footwear,53,181,9593,528,Online,5.5
Foot Locker,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,4375,1531,Outlet,34.99
Walmart,2020-09-13,South,Texas,Houston,Women's Street Footwear,48,188,9024,424,Online,4.7
Foot Locker,2021-06-22,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,5250,1838,Outlet,35.01
West Gear,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,54,188,10152,416,Online,4.1
Sports Direct,2021-10-10,South,Texas,Dallas,Men's Street Footwear,38,181,6878,378,Online,5.5
West Gear,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59,188,11092,455,Online,4.1
West Gear,2021-01-22,West,California,San Francisco,Men's Apparel,69,188,12972,791,Online,6.1
West Gear,2020-04-19,West,Colorado,Denver,Women's Apparel,83,181,15023,646,Online,4.3
Foot Locker,2021-06-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,6125,2450,Outlet,40.0
Foot Locker,2021-06-30,Midwest,Nebraska,Omaha,Men's Apparel,45,175,7875,2756,Outlet,35.0
Sports Direct,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,5973,287,Online,4.8
Sports Direct,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,53,181,9593,681,Online,7.1
Amazon,2021-10-25,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,7000,2450,Outlet,35.0
Kohl's,2021-04-06,West,California,Los Angeles,Women's Apparel,41,188,7708,270,Online,3.5
West Gear,2021-06-10,Northeast,New York,Albany,Women's Apparel,69,181,12489,774,Online,6.2
Amazon,2021-11-07,Northeast,Maine,Portland,Women's Street Footwear,45,175,7875,3150,Outlet,40.0
West Gear,2020-04-21,West,Colorado,Denver,Men's Athletic Footwear,67,188,12596,504,Online,4.0
Sports Direct,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,5792,348,Online,6.01
Amazon,2021-11-14,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,2363,Outlet,30.01
West Gear,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,74,188,13912,515,Online,3.7
West Gear,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,60,188,11280,417,Online,3.7
West Gear,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store,40.0
West Gear,2020-07-31,West,Washington,Seattle,Men's Street Footwear,78,188,14664,587,Online,4.0
Amazon,2021-11-20,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,2363,Outlet,30.01
West Gear,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store,40.0
Amazon,2021-12-24,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,2363,Outlet,30.01
West Gear,2021-10-17,Northeast,West Virginia,Charleston,Women's Street Footwear,35,175,6125,2450,In-store,40.0
West Gear,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,47,188,8836,327,Online,3.7
Amazon,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,8750,2188,Outlet,25.01
West Gear,2021-10-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,2450,In-store,40.0
West Gear,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,45,175,7875,3150,In-store,40.0
Kohl's,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54,188,10152,437,Online,4.3
West Gear,2021-02-22,Northeast,West Virginia,Charleston,Women's Street Footwear,25,175,4375,1531,In-store,34.99
Foot Locker,2021-01-10,West,Alaska,Anchorage,Men's Apparel,50,175,8750,1313,Outlet,15.01
Sports Direct,2021-08-14,South,Alabama,Birmingham,Men's Athletic Footwear,36,188,6768,372,Online,5.5
West Gear,2021-03-20,Northeast,Maryland,Baltimore,Women's Street Footwear,25,175,4375,1531,In-store,34.99
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,45,175,7875,3150,In-store,40.0
Sports Direct,2021-09-20,South,Alabama,Birmingham,Women's Street Footwear,59,188,11092,699,Online,6.3
West Gear,2021-03-20,Northeast,Maryland,Baltimore,Women's Apparel,35,175,6125,1838,In-store,30.01
West Gear,2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,27,181,4887,244,Online,4.99
West Gear,2021-05-25,West,Oregon,Portland,Men's Apparel,45,175,7875,3150,In-store,40.0
West Gear,2021-05-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,175,7875,2756,In-store,35.0
Sports Direct,2021-09-05,West,Idaho,Boise,Women's Apparel,49,181,8869,594,Online,6.7
Foot Locker,2021-06-22,Northeast,Maryland,Baltimore,Women's Street Footwear,40,175,7000,2450,In-store,35.0
Sports Direct,2021-07-20,Northeast,Maryland,Baltimore,Men's Apparel,50,175,8750,2625,In-store,30.0
West Gear,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,50,175,8750,3938,In-store,45.01
Foot Locker,2021-11-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,175,8750,3063,In-store,35.01
Foot Locker,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,44,181,7964,366,Online,4.6
West Gear,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,45,175,7875,3544,In-store,45.0
Foot Locker,2021-12-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,175,8750,3063,In-store,35.01
Foot Locker,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,4344,165,Online,3.8
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,45,175,7875,2756,Online,35.0
Foot Locker,2021-01-17,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,6125,2450,In-store,40.0
Foot Locker,2021-03-05,Southeast,South Carolina,Charleston,Men's Apparel,41,181,7421,356,Online,4.8
Foot Locker,2021-03-13,Northeast,Delaware,Wilmington,Men's Apparel,50,175,8750,2625,In-store,30.0
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,6154,308,Online,5.0
Kohl's,2021-01-10,Northeast,Delaware,Wilmington,Men's Apparel,45,175,7875,2363,In-store,30.01
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,175,7875,2756,Online,35.0
Kohl's,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35,175,6125,2144,In-store,35.0
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Women's Street Footwear,40,175,7000,2800,Online,40.0
Sports Direct,2021-03-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,3439,179,Online,5.21
Kohl's,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,45,175,7875,2363,In-store,30.01
Kohl's,2021-04-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,175,6125,2144,In-store,35.0
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45,175,7875,3150,Online,40.0
Sports Direct,2021-09-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,8869,443,Online,4.99
Kohl's,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,25,175,4375,1750,In-store,40.0
West Gear,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,3500,1400,Online,40.0
Amazon,2021-07-09,Midwest,Ohio,Columbus,Women's Apparel,69,181,12489,787,Online,6.3
Kohl's,2021-08-07,Northeast,New Jersey,Newark,Men's Apparel,50,175,8750,2625,In-store,30.0
West Gear,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,6125,2144,Online,35.0
Amazon,2021-12-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,60,181,10860,510,Online,4.7
Kohl's,2021-09-06,Northeast,New Jersey,Newark,Women's Street Footwear,40,175,7000,2800,In-store,40.0
Sports Direct,2021-10-05,South,Alabama,Birmingham,Women's Apparel,56,188,10528,832,Online,7.9
West Gear,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,7000,2450,Online,35.0
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,18,181,3258,173,Online,5.31
West Gear,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,51,188,9588,345,Online,3.6
Sports Direct,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,175,7875,2363,In-store,30.01
Kohl's,2021-10-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,175,3500,1225,Online,35.0
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,39,181,7059,381,Online,5.4
Foot Locker,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,4375,1750,In-store,40.0
Foot Locker,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,4375,1750,In-store,40.0
Kohl's,2021-10-14,Midwest,Kansas,Wichita,Men's Apparel,30,175,5250,1838,Online,35.01
West Gear,2021-12-23,West,Oregon,Portland,Men's Street Footwear,61,188,11468,550,Online,4.8
Foot Locker,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,35,175,6125,2450,In-store,40.0
Foot Locker,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,175,7875,2756,In-store,35.0
Kohl's,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,41,180,7380,428,Online,5.8
Foot Locker,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,50,175,8750,2625,In-store,30.0
West Gear,2021-11-17,South,Louisiana,New Orleans,Men's Street Footwear,39,188,7332,367,Online,5.01
Foot Locker,2021-01-12,Midwest,Kansas,Wichita,Men's Apparel,50,175,8750,3063,Online,35.01
Sports Direct,2021-03-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,175,7000,2100,In-store,30.0
West Gear,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,46,188,8648,415,Online,4.8
Foot Locker,2021-02-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,175,7000,2100,Online,30.0
Sports Direct,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1969,In-store,25.0
Sports Direct,2021-09-05,West,Idaho,Boise,Men's Athletic Footwear,50,188,9400,489,Online,5.2
Foot Locker,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,3063,Online,35.01
Sports Direct,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1969,In-store,25.0
Foot Locker,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,47,188,8836,442,Online,5.0
Foot Locker,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,175,7875,2363,Online,30.01
Sports Direct,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,19,180,3420,185,Online,5.41
Amazon,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,7000,2450,In-store,35.0
Foot Locker,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,6125,1838,Online,30.01
Amazon,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,7875,2363,In-store,30.01
Sports Direct,2021-09-03,South,Alabama,Birmingham,Women's Athletic Footwear,41,180,7380,509,Online,6.9
Foot Locker,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,188,8460,381,Online,4.5
Foot Locker,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,71,180,12780,460,Online,3.6
Foot Locker,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,44,188,8272,372,Online,4.5
Walmart,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,82,180,14760,635,Online,4.3
West Gear,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,78,180,14040,576,Online,4.1
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,188,6392,307,Online,4.8
Foot Locker,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,2756,Online,35.0
Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Apparel,60,188,11280,711,Online,6.3
Foot Locker,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,175,7000,2100,Online,30.0
Kohl's,2021-07-06,Northeast,New Jersey,Newark,Men's Street Footwear,47,188,8836,415,Online,4.7
Foot Locker,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,3063,Online,35.01
Foot Locker,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,96,180,17280,691,Online,4.0
Foot Locker,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,175,6125,1838,Online,30.01
Foot Locker,2021-05-19,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,7020,358,Online,5.1
Sports Direct,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,175,7875,2363,Online,30.01
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,56,180,10080,544,Online,5.4
Sports Direct,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,2756,Online,35.0
West Gear,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,48,188,9024,307,Outlet,3.4
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,7740,418,Online,5.4
Foot Locker,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,4860,209,Online,4.3
Sports Direct,2021-09-30,South,Alabama,Birmingham,Men's Street Footwear,14,188,2632,150,Outlet,5.7
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,7920,396,Online,5.0
Amazon,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,7875,2363,In-store,30.01
Sports Direct,2021-10-05,South,Alabama,Birmingham,Women's Apparel,45,188,8460,584,Outlet,6.9
Sports Direct,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,34,175,5950,327,Online,5.5
Sports Direct,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,34,175,5950,357,Online,6.0
Walmart,2020-09-09,South,Texas,Houston,Men's Apparel,44,175,7700,331,Online,4.3
West Gear,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,48,175,8400,336,Online,4.0
West Gear,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,58,175,10150,305,Online,3.0
West Gear,2021-02-15,West,California,San Francisco,Men's Apparel,59,175,10325,620,Online,6.0
Kohl's,2021-04-09,West,California,Los Angeles,Women's Street Footwear,49,175,8575,472,Online,5.5
Kohl's,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,44,175,7700,370,Online,4.81
Kohl's,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,48,175,8400,378,Online,4.5
Sports Direct,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,28,175,4900,235,Online,4.8
Sports Direct,2021-09-06,South,Texas,Dallas,Women's Street Footwear,24,175,4200,197,Online,4.69
West Gear,2020-07-03,West,Washington,Seattle,Women's Street Footwear,78,175,13650,478,Online,3.5
Foot Locker,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,38,175,6650,266,Online,4.0
Foot Locker,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,36,175,6300,252,Online,4.0
West Gear,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,49,175,8575,369,Online,4.3
Sports Direct,2021-09-18,South,Alabama,Birmingham,Men's Street Footwear,51,175,8925,536,Online,6.01
Sports Direct,2021-10-08,South,Alabama,Birmingham,Women's Street Footwear,64,175,11200,694,Online,6.2
Walmart,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,54,175,9450,359,Online,3.8
West Gear,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,54,175,9450,454,Online,4.8
Foot Locker,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,87,175,15225,685,Online,4.5
Foot Locker,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,49,175,8575,463,Online,5.4
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,56,175,9800,490,Online,5.0
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,175,10150,528,Online,5.2
Foot Locker,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,48,175,8400,386,Online,4.6
Sports Direct,2021-09-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,28,175,4900,250,Online,5.1
Sports Direct,2021-06-05,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,8750,481,Online,5.5
Foot Locker,2021-11-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,175,8575,489,Outlet,5.7
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,6825,273,Outlet,4.0
West Gear,2021-02-17,West,Oregon,Portland,Men's Street Footwear,24,175,4200,189,Outlet,4.5
West Gear,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,33,175,5775,243,Outlet,4.21
West Gear,2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,40,175,7000,301,Outlet,4.3
Foot Locker,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,40,175,7000,266,Outlet,3.8
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,33,175,5775,243,Outlet,4.21
Amazon,2021-07-10,Northeast,Vermont,Burlington,Women's Apparel,49,175,8575,403,Outlet,4.7
Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37,174,6438,373,Online,5.79
West Gear,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,58,174,10092,434,Online,4.3
Kohl's,2021-04-12,West,California,Los Angeles,Women's Apparel,62,174,10788,356,Online,3.3
Kohl's,2021-05-17,West,California,Los Angeles,Men's Apparel,56,174,9744,663,Online,6.8
Kohl's,2021-05-23,West,California,Los Angeles,Men's Apparel,55,174,9570,660,Online,6.9
Kohl's,2021-08-07,Northeast,New Jersey,Newark,Men's Street Footwear,47,180,8460,406,Online,4.8
Amazon,2021-02-19,Northeast,Vermont,Burlington,Men's Street Footwear,49,180,8820,467,Online,5.29
Sports Direct,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,43,174,7482,412,Online,5.51
Walmart,2020-08-16,South,Texas,Houston,Men's Apparel,35,180,6300,221,Outlet,3.51
West Gear,2020-02-06,West,Nevada,Las Vegas,Women's Apparel,73,174,12702,508,Online,4.0
West Gear,2020-02-20,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,9180,248,Outlet,2.7
West Gear,2020-02-08,West,Nevada,Las Vegas,Men's Athletic Footwear,61,174,10614,382,Online,3.6
West Gear,2021-11-17,South,Louisiana,New Orleans,Women's Apparel,64,180,11520,472,Outlet,4.1
West Gear,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,56,174,9744,468,Online,4.8
Foot Locker,2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,28,180,5040,166,Outlet,3.29
West Gear,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,71,174,12354,432,Online,3.5
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,180,7920,341,Outlet,4.31
Sports Direct,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36,174,6264,382,Online,6.1
Walmart,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,41,188,7708,262,Outlet,3.4
Walmart,2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,21,180,3780,170,Outlet,4.5
Foot Locker,2021-03-06,West,Idaho,Boise,Men's Athletic Footwear,27,188,5076,198,Outlet,3.9
Sports Direct,2021-07-13,Northeast,Massachusetts,Boston,Men's Street Footwear,37,180,6660,220,Outlet,3.3
Sports Direct,2021-05-11,South,Tennessee,Knoxville,Women's Street Footwear,50,174,8700,487,Online,5.6
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,188,7332,337,Outlet,4.6
West Gear,2021-05-18,Northeast,West Virginia,Charleston,Men's Street Footwear,58,179,10382,540,Online,5.2
Sports Direct,2021-08-08,South,Alabama,Birmingham,Men's Athletic Footwear,33,174,5742,310,Online,5.4
Walmart,2020-08-10,South,Texas,Houston,Men's Apparel,34,179,6086,207,Outlet,3.4
Amazon,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,69,174,12006,564,Online,4.7
Amazon,2021-03-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,39,188,7332,337,Outlet,4.6
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,23,187,4301,237,Online,5.51
Kohl's,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,34,179,6086,250,Outlet,4.11
West Gear,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,75,174,13050,522,Online,4.0
Foot Locker,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,65,187,12155,511,Outlet,4.2
West Gear,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,33,174,5742,212,Online,3.69
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,38,174,6612,258,Online,3.9
Sports Direct,2021-08-31,South,Texas,Dallas,Women's Street Footwear,20,179,3580,140,Outlet,3.91
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,28,187,5236,246,Outlet,4.7
Foot Locker,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,51,179,9129,529,Outlet,5.79
West Gear,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,302,Outlet,4.89
West Gear,2020-02-15,West,Nevada,Las Vegas,Women's Street Footwear,44,179,7876,331,Outlet,4.2
Kohl's,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,52,174,9048,362,Online,4.0
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,30,187,5610,230,Outlet,4.1
Sports Direct,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,3580,193,Outlet,5.39
Kohl's,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,174,7656,306,Online,4.0
Foot Locker,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,56,174,9744,351,Online,3.6
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,187,8789,378,Outlet,4.3
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,37,187,6919,318,Outlet,4.6
Sports Direct,2021-05-08,South,Tennessee,Knoxville,Women's Apparel,29,179,5191,348,Outlet,6.7
Amazon,2021-04-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,33,187,6171,259,Outlet,4.2
Sports Direct,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,174,6438,328,Online,5.09
Sports Direct,2021-09-10,South,Alabama,Birmingham,Men's Apparel,35,179,6265,326,Outlet,5.2
Foot Locker,2021-09-19,Midwest,Missouri,St. Louis,Men's Street Footwear,32,174,5568,278,Online,4.99
Sports Direct,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,175,6125,1838,Online,30.01
West Gear,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,32,174,5568,284,Online,5.1
Sports Direct,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,45,175,7875,2756,Online,35.0
